column_name,stage,category,description,data_type,date_added,used_in_training
cloud_file_used,tropomi,metadata,tropomi metadata: cloud_file_used,object,2026-01-06 03:29:23,0
cloud_median_r05,tropomi,metadata,tropomi metadata: cloud_median_r05,float64,2026-01-06 03:29:23,0
cloud_std_r05,tropomi,metadata,tropomi metadata: cloud_std_r05,float64,2026-01-06 03:29:23,0
cloud_n_pixels_r05,tropomi,metadata,tropomi metadata: cloud_n_pixels_r05,float64,2026-01-06 03:29:23,0
cloud_window_coverage_r05,tropomi,metadata,tropomi metadata: cloud_window_coverage_r05,float64,2026-01-06 03:29:23,0
cloud_qa_pass_fraction_r05,tropomi,metadata,tropomi metadata: cloud_qa_pass_fraction_r05,float64,2026-01-06 03:29:23,0
cloud_invalid_reason_r05,tropomi,metadata,tropomi metadata: cloud_invalid_reason_r05,object,2026-01-06 03:29:23,0
cloud_median_r1,tropomi,metadata,tropomi metadata: cloud_median_r1,float64,2026-01-06 03:29:23,0
cloud_std_r1,tropomi,metadata,tropomi metadata: cloud_std_r1,float64,2026-01-06 03:29:23,0
cloud_n_pixels_r1,tropomi,metadata,tropomi metadata: cloud_n_pixels_r1,float64,2026-01-06 03:29:23,0
cloud_window_coverage_r1,tropomi,metadata,tropomi metadata: cloud_window_coverage_r1,float64,2026-01-06 03:29:23,0
cloud_qa_pass_fraction_r1,tropomi,metadata,tropomi metadata: cloud_qa_pass_fraction_r1,float64,2026-01-06 03:29:23,0
cloud_invalid_reason_r1,tropomi,metadata,tropomi metadata: cloud_invalid_reason_r1,object,2026-01-06 03:29:23,0
cloud_median_r2,tropomi,metadata,tropomi metadata: cloud_median_r2,float64,2026-01-06 03:29:23,0
cloud_std_r2,tropomi,metadata,tropomi metadata: cloud_std_r2,float64,2026-01-06 03:29:23,0
cloud_n_pixels_r2,tropomi,metadata,tropomi metadata: cloud_n_pixels_r2,float64,2026-01-06 03:29:23,0
cloud_window_coverage_r2,tropomi,metadata,tropomi metadata: cloud_window_coverage_r2,float64,2026-01-06 03:29:23,0
cloud_qa_pass_fraction_r2,tropomi,metadata,tropomi metadata: cloud_qa_pass_fraction_r2,float64,2026-01-06 03:29:23,0
cloud_invalid_reason_r2,tropomi,metadata,tropomi metadata: cloud_invalid_reason_r2,object,2026-01-06 03:29:23,0
o3_n_pixels,tropomi,metadata,tropomi metadata: o3_n_pixels,int64,2026-01-06 03:29:23,0
o3_radius_km_used,tropomi,metadata,tropomi metadata: o3_radius_km_used,float64,2026-01-06 03:29:23,0
o3_window_size_used,tropomi,metadata,tropomi metadata: o3_window_size_used,int64,2026-01-06 03:29:23,0
o3_window_coverage,tropomi,metadata,tropomi metadata: o3_window_coverage,float64,2026-01-06 03:29:23,0
o3_scale_factor,tropomi,metadata,tropomi metadata: o3_scale_factor,float64,2026-01-06 03:29:23,0
o3_add_offset,tropomi,metadata,tropomi metadata: o3_add_offset,float64,2026-01-06 03:29:23,0
o3_qa_available,tropomi,metadata,tropomi metadata: o3_qa_available,int64,2026-01-06 03:29:23,0
o3_qa_threshold,tropomi,metadata,tropomi metadata: o3_qa_threshold,float64,2026-01-06 03:29:23,0
o3_qa_pass_fraction,tropomi,metadata,tropomi metadata: o3_qa_pass_fraction,float64,2026-01-06 03:29:23,0
o3_invalid_reason,tropomi,metadata,tropomi metadata: o3_invalid_reason,object,2026-01-06 03:29:23,0
o3_file_available,tropomi,metadata,tropomi metadata: o3_file_available,int64,2026-01-06 03:29:23,0
o3_file_used,tropomi,metadata,tropomi metadata: o3_file_used,object,2026-01-06 03:29:23,0
o3_median_r05,tropomi,metadata,tropomi metadata: o3_median_r05,float64,2026-01-06 03:29:23,0
o3_std_r05,tropomi,metadata,tropomi metadata: o3_std_r05,float64,2026-01-06 03:29:23,0
o3_n_pixels_r05,tropomi,metadata,tropomi metadata: o3_n_pixels_r05,float64,2026-01-06 03:29:23,0
o3_window_coverage_r05,tropomi,metadata,tropomi metadata: o3_window_coverage_r05,float64,2026-01-06 03:29:23,0
o3_qa_pass_fraction_r05,tropomi,metadata,tropomi metadata: o3_qa_pass_fraction_r05,float64,2026-01-06 03:29:23,0
o3_invalid_reason_r05,tropomi,metadata,tropomi metadata: o3_invalid_reason_r05,object,2026-01-06 03:29:23,0
o3_median_r1,tropomi,metadata,tropomi metadata: o3_median_r1,float64,2026-01-06 03:29:23,0
o3_std_r1,tropomi,metadata,tropomi metadata: o3_std_r1,float64,2026-01-06 03:29:23,0
o3_n_pixels_r1,tropomi,metadata,tropomi metadata: o3_n_pixels_r1,float64,2026-01-06 03:29:23,0
o3_window_coverage_r1,tropomi,metadata,tropomi metadata: o3_window_coverage_r1,float64,2026-01-06 03:29:23,0
o3_qa_pass_fraction_r1,tropomi,metadata,tropomi metadata: o3_qa_pass_fraction_r1,float64,2026-01-06 03:29:23,0
o3_invalid_reason_r1,tropomi,metadata,tropomi metadata: o3_invalid_reason_r1,object,2026-01-06 03:29:23,0
o3_median_r2,tropomi,metadata,tropomi metadata: o3_median_r2,float64,2026-01-06 03:29:23,0
o3_std_r2,tropomi,metadata,tropomi metadata: o3_std_r2,float64,2026-01-06 03:29:23,0
o3_n_pixels_r2,tropomi,metadata,tropomi metadata: o3_n_pixels_r2,float64,2026-01-06 03:29:23,0
o3_window_coverage_r2,tropomi,metadata,tropomi metadata: o3_window_coverage_r2,float64,2026-01-06 03:29:23,0
o3_qa_pass_fraction_r2,tropomi,metadata,tropomi metadata: o3_qa_pass_fraction_r2,float64,2026-01-06 03:29:23,0
o3_invalid_reason_r2,tropomi,metadata,tropomi metadata: o3_invalid_reason_r2,object,2026-01-06 03:29:23,0
nh3_n_pixels,tropomi,metadata,tropomi metadata: nh3_n_pixels,int64,2026-01-06 03:29:23,0
nh3_radius_km_used,tropomi,metadata,tropomi metadata: nh3_radius_km_used,float64,2026-01-06 03:29:23,0
nh3_window_size_used,tropomi,metadata,tropomi metadata: nh3_window_size_used,int64,2026-01-06 03:29:23,0
nh3_window_coverage,tropomi,metadata,tropomi metadata: nh3_window_coverage,float64,2026-01-06 03:29:23,0
nh3_scale_factor,tropomi,metadata,tropomi metadata: nh3_scale_factor,float64,2026-01-06 03:29:23,0
nh3_add_offset,tropomi,metadata,tropomi metadata: nh3_add_offset,float64,2026-01-06 03:29:23,0
nh3_qa_available,tropomi,metadata,tropomi metadata: nh3_qa_available,int64,2026-01-06 03:29:23,0
nh3_qa_threshold,tropomi,metadata,tropomi metadata: nh3_qa_threshold,float64,2026-01-06 03:29:23,0
nh3_qa_pass_fraction,tropomi,metadata,tropomi metadata: nh3_qa_pass_fraction,float64,2026-01-06 03:29:23,0
nh3_invalid_reason,tropomi,metadata,tropomi metadata: nh3_invalid_reason,object,2026-01-06 03:29:23,0
nh3_file_available,tropomi,metadata,tropomi metadata: nh3_file_available,int64,2026-01-06 03:29:23,0
nh3_file_used,tropomi,metadata,tropomi metadata: nh3_file_used,object,2026-01-06 03:29:23,0
nh3_median_r05,tropomi,metadata,tropomi metadata: nh3_median_r05,float64,2026-01-06 03:29:23,0
nh3_std_r05,tropomi,metadata,tropomi metadata: nh3_std_r05,float64,2026-01-06 03:29:23,0
nh3_n_pixels_r05,tropomi,metadata,tropomi metadata: nh3_n_pixels_r05,float64,2026-01-06 03:29:23,0
nh3_window_coverage_r05,tropomi,metadata,tropomi metadata: nh3_window_coverage_r05,float64,2026-01-06 03:29:23,0
nh3_qa_pass_fraction_r05,tropomi,metadata,tropomi metadata: nh3_qa_pass_fraction_r05,float64,2026-01-06 03:29:23,0
nh3_invalid_reason_r05,tropomi,metadata,tropomi metadata: nh3_invalid_reason_r05,float64,2026-01-06 03:29:23,0
nh3_median_r1,tropomi,metadata,tropomi metadata: nh3_median_r1,float64,2026-01-06 03:29:23,0
nh3_std_r1,tropomi,metadata,tropomi metadata: nh3_std_r1,float64,2026-01-06 03:29:23,0
nh3_n_pixels_r1,tropomi,metadata,tropomi metadata: nh3_n_pixels_r1,float64,2026-01-06 03:29:23,0
nh3_window_coverage_r1,tropomi,metadata,tropomi metadata: nh3_window_coverage_r1,float64,2026-01-06 03:29:23,0
nh3_qa_pass_fraction_r1,tropomi,metadata,tropomi metadata: nh3_qa_pass_fraction_r1,float64,2026-01-06 03:29:23,0
nh3_invalid_reason_r1,tropomi,metadata,tropomi metadata: nh3_invalid_reason_r1,float64,2026-01-06 03:29:23,0
nh3_median_r2,tropomi,metadata,tropomi metadata: nh3_median_r2,float64,2026-01-06 03:29:23,0
nh3_std_r2,tropomi,metadata,tropomi metadata: nh3_std_r2,float64,2026-01-06 03:29:23,0
nh3_n_pixels_r2,tropomi,metadata,tropomi metadata: nh3_n_pixels_r2,float64,2026-01-06 03:29:23,0
nh3_window_coverage_r2,tropomi,metadata,tropomi metadata: nh3_window_coverage_r2,float64,2026-01-06 03:29:23,0
nh3_qa_pass_fraction_r2,tropomi,metadata,tropomi metadata: nh3_qa_pass_fraction_r2,float64,2026-01-06 03:29:23,0
nh3_invalid_reason_r2,tropomi,metadata,tropomi metadata: nh3_invalid_reason_r2,float64,2026-01-06 03:29:23,0
viirs_file_available,viirs_cmg,metadata,viirs_cmg metadata: viirs_file_available,float64,2026-01-06 03:30:21,0
viirs_file_used,viirs_cmg,metadata,viirs_cmg metadata: viirs_file_used,float64,2026-01-06 03:30:21,0
aod_fusion_computed,aod_fusion,metadata,aod_fusion metadata: aod_fusion_computed,float64,2026-01-06 03:30:33,0
